Time,SNN_Lat,ANN_Lat,R,G,B,SNN_Act,ANN_Act
22.77,8.0,1652.0,0.0,0.0,0.0,0.0,2.0
22.825,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
22.88,12.0,1652.0,0.0,0.0,0.0,0.0,2.0
22.935,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
22.99,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
23.045,12.0,1652.0,0.0,0.0,0.0,0.0,2.0
23.1,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
23.155,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
23.21,12.0,1648.0,0.0,0.0,0.0,0.0,2.0
23.265,8.0,1656.0,0.0,0.0,0.0,0.0,2.0
23.32,12.0,1652.0,0.0,0.0,0.0,0.0,2.0
23.375,8.0,1660.0,0.0,0.0,0.0,0.0,2.0
23.43,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
23.485,16.0,1652.0,0.0,0.0,0.0,0.0,2.0
23.54,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
23.595,12.0,1648.0,0.0,0.0,0.0,0.0,2.0
23.65,8.0,1652.0,0.0,0.0,0.0,0.0,2.0
23.705000000000002,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
23.76,8.0,1648.0,0.0,0.0,0.0,0.0,2.0
23.815,8.0,1652.0,0.0,0.0,0.0,0.0,2.0
23.87,12.0,1648.0,0.0,0.0,0.0,0.0,2.0
23.925,12.0,1652.0,0.0,0.0,0.0,0.0,2.0
23.98,12.0,1648.0,0.0,0.0,0.0,0.0,2.0
24.035,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
24.09,12.0,1672.0,0.0,0.0,0.03,0.0,2.0
24.145,6264.0,1668.0,0.0,0.14,0.14,0.0,2.0
24.2,6312.0,1716.0,0.0,0.33,0.32,0.0,2.0
24.255,6256.0,1756.0,0.0,0.43,0.4,0.0,2.0
24.31,6284.0,1736.0,0.0,0.51,0.49,0.0,2.0
24.365,6396.0,1740.0,0.0,0.56,0.53,1.0,2.0
24.42,6412.0,1740.0,0.0,0.6,0.58,1.0,2.0
24.475,6420.0,1744.0,0.0,0.6,0.57,1.0,2.0
24.53,6420.0,1744.0,0.0,0.6,0.57,1.0,2.0
24.585,6360.0,1776.0,0.0,0.61,0.59,1.0,2.0
24.64,6408.0,1740.0,0.0,0.6,0.58,1.0,2.0
24.695,6380.0,1736.0,0.0,0.55,0.52,1.0,2.0
24.75,6300.0,1680.0,0.0,0.3,0.28,1.0,2.0
24.805,12.0,1676.0,0.0,0.0,0.02,1.0,2.0
24.86,16.0,1652.0,0.0,0.0,0.0,1.0,2.0
24.915,8.0,1652.0,0.0,0.0,0.0,1.0,2.0
24.97,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
25.025,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
25.080000000000002,8.0,1656.0,0.0,0.0,0.0,1.0,2.0
25.135,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
25.19,12.0,1652.0,0.0,0.0,0.0,1.0,2.0
25.245,8.0,1656.0,0.0,0.0,0.0,1.0,2.0
25.3,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
25.355,8.0,1660.0,0.0,0.0,0.0,1.0,2.0
25.41,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
25.465,8.0,1660.0,0.0,0.0,0.0,1.0,2.0
25.52,8.0,1656.0,0.0,0.0,0.0,1.0,2.0
25.575,12.0,1648.0,0.0,0.0,0.0,1.0,2.0
25.63,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
25.685,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
25.74,8.0,1660.0,0.0,0.0,0.0,1.0,2.0
25.795,8.0,1660.0,0.0,0.0,0.0,1.0,2.0
25.85,8.0,1660.0,0.0,0.0,0.0,1.0,2.0
25.905,8.0,1652.0,0.0,0.0,0.0,1.0,2.0
25.96,8.0,1652.0,0.0,0.0,0.0,1.0,2.0
26.015,12.0,1648.0,0.0,0.0,0.0,1.0,2.0
26.07,8.0,1652.0,0.0,0.0,0.0,1.0,2.0
26.125,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
26.18,8.0,1660.0,0.0,0.0,0.0,1.0,2.0
26.235,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
26.29,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
26.345,8.0,1656.0,0.0,0.0,0.0,1.0,2.0
26.4,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
26.455000000000002,16.0,1652.0,0.0,0.0,0.0,1.0,2.0
26.51,8.0,1652.0,0.0,0.0,0.0,1.0,2.0
26.565,8.0,1652.0,0.0,0.0,0.0,1.0,2.0
26.62,12.0,1648.0,0.0,0.0,0.0,1.0,2.0
26.675,12.0,1652.0,0.0,0.0,0.0,1.0,2.0
26.73,12.0,1648.0,0.0,0.0,0.0,1.0,2.0
26.785,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
26.84,8.0,1660.0,0.0,0.0,0.0,1.0,2.0
26.895,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
26.95,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
27.005,8.0,1660.0,0.0,0.0,0.0,1.0,2.0
27.06,8.0,1656.0,0.0,0.0,0.0,1.0,2.0
27.115,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
27.17,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
27.225,8.0,1656.0,0.0,0.0,0.0,1.0,2.0
27.28,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
27.335,12.0,1652.0,0.0,0.0,0.0,1.0,2.0
27.39,12.0,1652.0,0.0,0.0,0.0,1.0,2.0
27.445,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
27.5,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
27.555,8.0,1656.0,0.0,0.0,0.0,1.0,2.0
27.61,20.0,1648.0,0.0,0.0,0.0,1.0,2.0
27.665,8.0,1660.0,0.0,0.0,0.0,1.0,2.0
27.72,8.0,1656.0,0.0,0.0,0.0,1.0,2.0
27.775,12.0,1652.0,0.0,0.0,0.0,1.0,2.0
27.830000000000002,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
27.885,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
27.94,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
27.995,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
28.05,12.0,1652.0,0.0,0.0,0.0,1.0,2.0
28.105,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
28.16,8.0,1660.0,0.0,0.0,0.0,1.0,2.0
28.215,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
28.27,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
28.325,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
28.38,12.0,1648.0,0.0,0.0,0.0,1.0,2.0
28.435,8.0,1656.0,0.0,0.0,0.0,1.0,2.0
28.49,8.0,1660.0,0.0,0.0,0.0,1.0,2.0
28.545,12.0,1664.0,0.0,0.0,0.03,1.0,2.0
28.6,5668.0,1700.0,0.0,0.0,0.17,1.0,2.0
28.655,5720.0,1732.0,0.0,0.0,0.3,1.0,2.0
28.71,5728.0,1712.0,0.0,0.0,0.43,1.0,2.0
28.765,6348.0,1740.0,0.0,0.03,0.52,1.0,2.0
28.82,6456.0,1756.0,0.0,0.14,0.58,2.0,2.0
28.875,6324.0,1684.0,0.0,0.24,0.62,2.0,2.0
28.93,6312.0,1688.0,0.0,0.24,0.63,2.0,2.0
28.985,6312.0,1684.0,0.0,0.24,0.63,2.0,2.0
29.04,6348.0,1700.0,0.0,0.22,0.61,2.0,2.0
29.095,6340.0,1700.0,0.0,0.23,0.62,2.0,2.0
29.15,6316.0,1688.0,0.0,0.24,0.63,2.0,2.0
29.205000000000002,6320.0,1680.0,0.0,0.24,0.62,2.0,2.0
29.26,6328.0,1692.0,0.0,0.23,0.61,2.0,2.0
29.315,6340.0,1728.0,0.0,0.23,0.64,2.0,2.0
29.37,6376.0,1712.0,0.0,0.2,0.62,2.0,2.0
29.425,5712.0,1716.0,0.0,0.0,0.4,2.0,2.0
29.48,12.0,1676.0,0.0,0.0,0.02,2.0,2.0
29.535,12.0,1652.0,0.0,0.0,0.0,2.0,2.0
29.59,12.0,1656.0,0.0,0.0,0.0,2.0,2.0
29.645,12.0,1656.0,0.0,0.0,0.0,2.0,2.0
29.7,8.0,1656.0,0.0,0.0,0.0,2.0,2.0
29.755,8.0,1652.0,0.0,0.0,0.0,2.0,2.0
29.81,12.0,1656.0,0.0,0.0,0.0,2.0,2.0
29.865,12.0,1656.0,0.0,0.0,0.0,2.0,2.0
29.92,8.0,1652.0,0.0,0.0,0.0,2.0,2.0
29.975,12.0,1656.0,0.0,0.0,0.0,2.0,2.0
30.03,8.0,1652.0,0.0,0.0,0.0,2.0,2.0
30.085,12.0,1648.0,0.0,0.0,0.0,2.0,2.0
30.14,12.0,1656.0,0.0,0.0,0.0,2.0,2.0
30.195,12.0,1656.0,0.0,0.0,0.0,2.0,2.0
30.25,12.0,1656.0,0.0,0.0,0.0,2.0,2.0
30.305,12.0,1648.0,0.0,0.0,0.0,2.0,2.0
30.36,12.0,1652.0,0.0,0.0,0.0,2.0,2.0
30.415,12.0,1648.0,0.0,0.0,0.0,2.0,2.0
30.47,12.0,1656.0,0.0,0.0,0.0,2.0,2.0
30.525,12.0,1656.0,0.0,0.0,0.0,2.0,2.0
30.580000000000002,8.0,1660.0,0.0,0.0,0.0,2.0,2.0
30.635,6364.0,1816.0,0.66,0.0,0.26,0.0,2.0
30.69,6276.0,1760.0,0.56,0.0,0.21,0.0,2.0
30.745,6200.0,1772.0,0.5,0.0,0.19,0.0,2.0
30.8,6196.0,1784.0,0.47,0.0,0.19,0.0,2.0
30.855,6208.0,1748.0,0.45,0.0,0.16,0.0,2.0
30.91,6200.0,1768.0,0.48,0.0,0.19,0.0,2.0
30.965,6192.0,1728.0,0.46,0.0,0.17,0.0,2.0
31.02,6196.0,1780.0,0.47,0.0,0.19,0.0,2.0
31.075,6200.0,1728.0,0.46,0.0,0.17,0.0,2.0
31.13,6196.0,1768.0,0.48,0.0,0.2,0.0,2.0
31.185,6216.0,1772.0,0.49,0.0,0.19,0.0,2.0
31.24,6192.0,1772.0,0.49,0.0,0.2,0.0,2.0
31.295,6208.0,1768.0,0.49,0.0,0.18,0.0,2.0
31.35,6244.0,1776.0,0.51,0.0,0.18,0.0,2.0
31.405,6268.0,1784.0,0.63,0.0,0.24,0.0,2.0
31.46,8.0,1692.0,0.14,0.0,0.0,0.0,2.0
31.515,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
31.57,12.0,1652.0,0.0,0.0,0.0,0.0,2.0
31.625,8.0,1652.0,0.0,0.0,0.0,0.0,2.0
31.68,8.0,1660.0,0.0,0.0,0.0,0.0,2.0
31.735,8.0,1660.0,0.0,0.0,0.0,0.0,2.0
31.79,8.0,1652.0,0.0,0.0,0.0,0.0,2.0
31.845,12.0,1652.0,0.0,0.0,0.0,0.0,2.0
31.9,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
31.955000000000002,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
32.01,12.0,1652.0,0.0,0.0,0.0,0.0,2.0
32.065,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
32.12,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
32.175,12.0,1652.0,0.0,0.0,0.0,0.0,2.0
32.23,8.0,1660.0,0.0,0.0,0.0,0.0,2.0
32.285000000000004,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
32.34,12.0,1652.0,0.0,0.0,0.0,0.0,2.0
32.395,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
32.45,12.0,1648.0,0.0,0.0,0.0,0.0,2.0
32.505,12.0,1652.0,0.0,0.0,0.0,0.0,2.0
32.56,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
32.615,8.0,1652.0,0.0,0.0,0.0,0.0,2.0
32.67,8.0,1652.0,0.0,0.0,0.0,0.0,2.0
32.725,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
32.78,8.0,1652.0,0.0,0.0,0.0,0.0,2.0
32.835,8.0,1660.0,0.0,0.0,0.0,0.0,2.0
32.89,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
32.945,12.0,1652.0,0.0,0.0,0.0,0.0,2.0
33.0,8.0,1656.0,0.0,0.0,0.0,0.0,2.0
33.055,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
33.11,8.0,1652.0,0.0,0.0,0.0,0.0,2.0
33.165,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
33.22,8.0,1660.0,0.0,0.0,0.0,0.0,2.0
33.275,8.0,1652.0,0.0,0.0,0.0,0.0,2.0
33.33,8.0,1660.0,0.0,0.0,0.0,0.0,2.0
33.385,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
33.44,12.0,1648.0,0.0,0.0,0.0,0.0,2.0
33.495,8.0,1660.0,0.0,0.0,0.0,0.0,2.0
33.55,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
33.605,12.0,1652.0,0.0,0.0,0.0,0.0,2.0
33.660000000000004,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
33.715,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
33.77,8.0,1652.0,0.0,0.0,0.0,0.0,2.0
33.825,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
33.88,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
33.935,8.0,1652.0,0.0,0.0,0.0,0.0,2.0
33.99,8.0,1656.0,0.0,0.0,0.0,0.0,2.0
34.045,8.0,1660.0,0.0,0.0,0.0,0.0,2.0
34.1,12.0,1648.0,0.0,0.0,0.0,0.0,2.0
34.155,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
34.21,12.0,1652.0,0.0,0.0,0.0,0.0,2.0
34.265,12.0,1652.0,0.0,0.0,0.0,0.0,2.0
34.32,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
34.375,8.0,1660.0,0.0,0.0,0.0,0.0,2.0
34.43,8.0,1652.0,0.0,0.0,0.0,0.0,2.0
34.485,12.0,1648.0,0.0,0.0,0.0,0.0,2.0
34.54,8.0,1652.0,0.0,0.0,0.0,0.0,2.0
34.595,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
34.65,8.0,1656.0,0.0,0.0,0.0,0.0,2.0
34.705,12.0,1652.0,0.0,0.0,0.0,0.0,2.0
34.76,8.0,1660.0,0.0,0.0,0.0,0.0,2.0
34.815,12.0,1648.0,0.0,0.0,0.0,0.0,2.0
34.87,8.0,1664.0,0.0,0.0,0.04,0.0,2.0
34.925,6176.0,1612.0,0.0,0.22,0.21,0.0,2.0
34.98,6240.0,1752.0,0.0,0.45,0.44,0.0,2.0
35.035000000000004,6372.0,1744.0,0.0,0.56,0.51,0.0,2.0
35.09,6376.0,1752.0,0.0,0.55,0.53,1.0,2.0
35.145,6424.0,1740.0,0.0,0.59,0.55,1.0,2.0
35.2,6404.0,1752.0,0.0,0.58,0.56,1.0,2.0
35.255,6416.0,1744.0,0.0,0.59,0.57,1.0,2.0
35.31,6384.0,1752.0,0.0,0.55,0.53,1.0,2.0
35.365,6392.0,1744.0,0.0,0.57,0.54,1.0,2.0
35.42,6364.0,1744.0,0.0,0.57,0.55,1.0,2.0
35.475,6296.0,1740.0,0.0,0.47,0.44,1.0,2.0
35.53,12.0,1688.0,0.0,0.02,0.04,1.0,2.0
35.585,8.0,1652.0,0.0,0.0,0.0,1.0,2.0
35.64,12.0,1652.0,0.0,0.0,0.0,1.0,2.0
35.695,8.0,1660.0,0.0,0.0,0.0,1.0,2.0
35.75,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
35.805,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
35.86,8.0,1652.0,0.0,0.0,0.0,1.0,2.0
35.915,12.0,1648.0,0.0,0.0,0.0,1.0,2.0
35.97,8.0,1652.0,0.0,0.0,0.0,1.0,2.0
36.025,8.0,1652.0,0.0,0.0,0.0,1.0,2.0
36.08,8.0,1656.0,0.0,0.0,0.0,1.0,2.0
36.135,8.0,1656.0,0.0,0.0,0.0,1.0,2.0
36.19,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
36.245,8.0,1656.0,0.0,0.0,0.0,1.0,2.0
36.3,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
36.355,8.0,1656.0,0.0,0.0,0.0,1.0,2.0
36.410000000000004,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
36.465,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
36.52,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
36.575,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
36.63,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
36.685,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
36.74,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
36.795,12.0,1652.0,0.0,0.0,0.0,1.0,2.0
36.85,8.0,1652.0,0.0,0.0,0.0,1.0,2.0
36.905,12.0,1648.0,0.0,0.0,0.0,1.0,2.0
36.96,8.0,1652.0,0.0,0.0,0.0,1.0,2.0
37.015,12.0,1648.0,0.0,0.0,0.0,1.0,2.0
37.07,12.0,1652.0,0.0,0.0,0.0,1.0,2.0
37.125,12.0,1652.0,0.0,0.0,0.0,1.0,2.0
37.18,12.0,1652.0,0.0,0.0,0.0,1.0,2.0
37.235,12.0,1648.0,0.0,0.0,0.0,1.0,2.0
37.29,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
37.345,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
37.4,8.0,1660.0,0.0,0.0,0.0,1.0,2.0
37.455,8.0,1660.0,0.0,0.0,0.0,1.0,2.0
37.51,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
37.565,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
37.62,8.0,1656.0,0.0,0.0,0.0,1.0,2.0
37.675,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
37.73,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
37.785000000000004,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
37.84,8.0,1660.0,0.0,0.0,0.0,1.0,2.0
37.895,8.0,1652.0,0.0,0.0,0.0,1.0,2.0
37.95,8.0,1656.0,0.0,0.0,0.0,1.0,2.0
38.005,12.0,1652.0,0.0,0.0,0.0,1.0,2.0
38.06,8.0,1656.0,0.0,0.0,0.0,1.0,2.0
38.115,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
38.17,8.0,1660.0,0.0,0.0,0.0,1.0,2.0
38.225,12.0,1652.0,0.0,0.0,0.0,1.0,2.0
38.28,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
38.335,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
38.39,12.0,1648.0,0.0,0.0,0.0,1.0,2.0
38.445,8.0,1656.0,0.0,0.0,0.0,1.0,2.0
38.5,16.0,1652.0,0.0,0.0,0.0,1.0,2.0
38.555,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
38.61,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
38.665,8.0,1652.0,0.0,0.0,0.0,1.0,2.0
38.72,8.0,1660.0,0.0,0.0,0.0,1.0,2.0
38.775,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
38.83,8.0,1652.0,0.0,0.0,0.0,1.0,2.0
38.885,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
38.94,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
38.995,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
39.05,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
39.105,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
39.160000000000004,12.0,1648.0,0.0,0.0,0.0,1.0,2.0
39.215,12.0,1652.0,0.0,0.0,0.0,1.0,2.0
39.27,12.0,1652.0,0.0,0.0,0.0,1.0,2.0
39.325,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
39.38,12.0,1656.0,0.0,0.0,0.0,1.0,2.0
39.435,8.0,1648.0,0.0,0.0,0.0,1.0,2.0
39.49,8.0,1704.0,0.08,0.0,0.0,1.0,2.0
39.545,5668.0,1656.0,0.34,0.0,0.0,1.0,2.0
39.6,6268.0,1764.0,0.55,0.0,0.11,1.0,2.0
39.655,6320.0,1820.0,0.67,0.0,0.26,1.0,2.0
39.71,6308.0,1788.0,0.63,0.0,0.25,0.0,2.0
39.765,6292.0,1744.0,0.59,0.0,0.22,0.0,2.0
39.82,6312.0,1760.0,0.57,0.0,0.21,0.0,2.0
39.875,6220.0,1772.0,0.52,0.0,0.21,0.0,2.0
39.93,6208.0,1776.0,0.49,0.0,0.18,0.0,2.0
39.985,6184.0,1780.0,0.48,0.0,0.18,0.0,2.0
40.04,6244.0,1772.0,0.5,0.0,0.19,0.0,2.0
40.095,6212.0,1772.0,0.52,0.0,0.2,0.0,2.0
40.15,6304.0,1780.0,0.6,0.0,0.23,0.0,2.0
40.205,6344.0,1740.0,0.52,0.0,0.04,0.0,2.0
40.26,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
40.315,8.0,1660.0,0.0,0.0,0.0,0.0,2.0
40.37,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
40.425,8.0,1652.0,0.0,0.0,0.0,0.0,2.0
40.48,12.0,1648.0,0.0,0.0,0.0,0.0,2.0
40.535000000000004,12.0,1652.0,0.0,0.0,0.0,0.0,2.0
40.59,12.0,1648.0,0.0,0.0,0.0,0.0,2.0
40.645,12.0,1648.0,0.0,0.0,0.0,0.0,2.0
40.7,8.0,1660.0,0.0,0.0,0.0,0.0,2.0
40.755,8.0,1652.0,0.0,0.0,0.0,0.0,2.0
40.81,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
40.865,16.0,1648.0,0.0,0.0,0.0,0.0,2.0
40.92,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
40.975,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
41.03,12.0,1648.0,0.0,0.0,0.0,0.0,2.0
41.085,8.0,1660.0,0.0,0.0,0.0,0.0,2.0
41.14,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
41.195,8.0,1652.0,0.0,0.0,0.0,0.0,2.0
41.25,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
41.305,8.0,1652.0,0.0,0.0,0.0,0.0,2.0
41.36,8.0,1660.0,0.0,0.0,0.0,0.0,2.0
41.415,8.0,1660.0,0.0,0.0,0.0,0.0,2.0
41.47,8.0,1652.0,0.0,0.0,0.0,0.0,2.0
41.525,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
41.58,8.0,1652.0,0.0,0.0,0.0,0.0,2.0
41.635,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
41.69,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
41.745,12.0,1652.0,0.0,0.0,0.0,0.0,2.0
41.8,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
41.855,16.0,1648.0,0.0,0.0,0.0,0.0,2.0
41.910000000000004,8.0,1652.0,0.0,0.0,0.0,0.0,2.0
41.965,8.0,1660.0,0.0,0.0,0.0,0.0,2.0
42.02,12.0,1652.0,0.0,0.0,0.0,0.0,2.0
42.075,12.0,1652.0,0.0,0.0,0.0,0.0,2.0
42.13,8.0,1652.0,0.0,0.0,0.0,0.0,2.0
42.185,8.0,1652.0,0.0,0.0,0.0,0.0,2.0
42.24,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
42.295,8.0,1652.0,0.0,0.0,0.0,0.0,2.0
42.35,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
42.405,12.0,1652.0,0.0,0.0,0.0,0.0,2.0
42.46,12.0,1652.0,0.0,0.0,0.0,0.0,2.0
42.515,8.0,1656.0,0.0,0.0,0.0,0.0,2.0
42.57,8.0,1656.0,0.0,0.0,0.0,0.0,2.0
42.625,8.0,1660.0,0.0,0.0,0.0,0.0,2.0
42.68,12.0,1652.0,0.0,0.0,0.0,0.0,2.0
42.735,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
42.79,8.0,1656.0,0.0,0.0,0.0,0.0,2.0
42.845,12.0,1664.0,0.0,0.0,0.07,0.0,2.0
42.9,5640.0,1692.0,0.0,0.0,0.23,0.0,2.0
42.955,5732.0,1712.0,0.0,0.0,0.43,0.0,2.0
43.01,6400.0,1740.0,0.0,0.04,0.52,0.0,2.0
43.065,6360.0,1756.0,0.0,0.18,0.63,2.0,2.0
43.12,6336.0,1696.0,0.0,0.22,0.63,2.0,2.0
43.175,6336.0,1692.0,0.0,0.23,0.6,2.0,2.0
43.23,6336.0,1700.0,0.0,0.23,0.62,2.0,2.0
43.285000000000004,6368.0,1688.0,0.0,0.22,0.6,2.0,2.0
43.34,6388.0,1688.0,0.0,0.22,0.56,2.0,2.0
43.395,6340.0,1728.0,0.0,0.23,0.64,2.0,2.0
43.45,5720.0,1724.0,0.0,0.0,0.46,2.0,2.0
43.505,12.0,1648.0,0.0,0.0,0.0,2.0,2.0
43.56,12.0,1648.0,0.0,0.0,0.0,2.0,2.0
43.615,8.0,1660.0,0.0,0.0,0.0,2.0,2.0
43.67,12.0,1652.0,0.0,0.0,0.0,0.0,2.0
43.725,12.0,1648.0,0.0,0.0,0.0,0.0,2.0
43.78,12.0,1652.0,0.0,0.0,0.0,0.0,2.0
43.835,8.0,1652.0,0.0,0.0,0.0,0.0,2.0
43.89,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
43.945,8.0,1656.0,0.0,0.0,0.0,0.0,2.0
44.0,8.0,1656.0,0.0,0.0,0.0,0.0,2.0
44.055,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
44.11,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
44.165,12.0,1652.0,0.0,0.0,0.0,0.0,2.0
44.22,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
44.275,12.0,1652.0,0.0,0.0,0.0,0.0,2.0
44.33,12.0,1648.0,0.0,0.0,0.0,0.0,2.0
44.385,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
44.44,8.0,1656.0,0.0,0.0,0.0,0.0,2.0
44.495,12.0,1648.0,0.0,0.0,0.0,0.0,2.0
44.55,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
44.605,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
44.660000000000004,8.0,1656.0,0.0,0.0,0.0,0.0,2.0
44.715,8.0,1652.0,0.0,0.0,0.0,0.0,2.0
44.77,8.0,1648.0,0.0,0.0,0.0,0.0,2.0
44.825,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
44.88,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
44.935,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
44.99,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
45.045,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
45.1,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
45.155,12.0,1652.0,0.0,0.0,0.0,0.0,2.0
45.21,12.0,1652.0,0.0,0.0,0.0,0.0,2.0
45.265,12.0,1648.0,0.0,0.0,0.0,0.0,2.0
45.32,8.0,1652.0,0.0,0.0,0.0,0.0,2.0
45.375,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
45.43,8.0,1660.0,0.0,0.0,0.0,0.0,2.0
45.485,8.0,1656.0,0.0,0.0,0.0,0.0,2.0
45.54,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
45.595,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
45.65,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
45.705,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
